"slug","destination","floor_tier","stage","source"
"united-kingdom/england/badminton/hawkesbury-upton","Hawkesbury Upton, Badminton, England, United Kingdom","second","3","sheet_46k"
"india/madhya-pradesh/chitrakoot","Chitrakoot, Madhya Pradesh, India","second","3","sheet_46k"
"china/zhejiang/jinhua/pujiang-county","Pujiang County, Jinhua, Zhejiang, China","high","3","sheet_46k"
"tanzania/mjini-magharibi-region/zanzibar-town/mazizini","Mazizini, Zanzibar Town, Mjini Magharibi Region, Tanzania","second","3","sheet_46k"
"china/zhejiang/changxing-county","Changxing County, Huzhou, Zhejiang, China","high","3","sheet_46k"
"china/zhejiang/cangnone-county","Cangnan County, Wenzhou, Zhejiang, China","high","3","sheet_46k"
"united-kingdom/england/bristol/bradley-stoke","Bradley Stoke, Bristol, England, United Kingdom","second","3","sheet_46k"
"australia/new-south-wales/fairlight","Fairlight, New South Wales, Australia","second","3","sheet_46k"
"united-kingdom/england/stroud/woodchester","Woodchester, Stroud, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/gloucester/huntley","Huntley, Gloucester, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/newcastle-upon-tyne/swalwell","Swalwell, Newcastle-upon-Tyne, England, United Kingdom","second","3","sheet_46k"
"china/guangdong/yangjiang/yangdong-district","Yangdong District, Yangjiang, Guangdong, China","high","3","sheet_46k"
"tanzania/bububu/chuini","Chuini, Bububu, Tanzania","second","3","sheet_46k"
"australia/western-australia/perth/wembley","Wembley, Perth, Western Australia, Australia","second","3","sheet_46k"
"australia/new-south-wales/mona-vale","Mona Vale, New South Wales, Australia","second","3","sheet_46k"
"china/guangdong/yunfu/xinxing-county","Xinxing County, Yunfu, Guangdong, China","high","3","sheet_46k"
"china/yunnan/yuxi/jiangchuan-county","Jiangchuan County, Yuxi, Yunnan, China","high","3","sheet_46k"
"china/sichuan/shuangliu-county","Shuangliu County, Chengdu, Sichuan, China","high","3","sheet_46k"
"united-kingdom/england/abingdon/long-wittenham","Long Wittenham, Abingdon, England, United Kingdom","second","3","sheet_46k"
"switzerland/ticino/gambarogno/quartino","Quartino, Gambarogno, Ticino, Switzerland","second","3","sheet_46k"
"united-kingdom/england/tavistock/gulworthy","Gulworthy, Tavistock, England, United Kingdom","second","3","sheet_46k"
"china/jiangxi/xiushui-county","Xiushui county, Jiujiang, Jiangxi, China","high","3","sheet_46k"
"united-kingdom/england/nottingham/ruddington","Ruddington, Nottingham, England, United Kingdom","second","3","sheet_46k"
"china/anhui/hefei/feixi-county","Feixi County, Hefei, Anhui, China","high","3","sheet_46k"
"united-kingdom/wales/merthyr-tydfil/dowlais","Dowlais, Merthyr Tydfil, Wales, United Kingdom","second","3","sheet_46k"
"united-kingdom/wales/port-talbot/baglan","Baglan, Port Talbot, Wales, United Kingdom","second","3","sheet_46k"
"united-kingdom/wales/abergavenny/govilon","Govilon, Abergavenny, Wales, United Kingdom","second","3","sheet_46k"
"united-kingdom/northern-ireland/londonderry/eglinton","Eglinton, Londonderry, Northern Ireland, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/bedford/renhold","Renhold, Bedford, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/slough/farnham-common","Farnham Common, Slough, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/winscombe/shipham","Shipham, Winscombe, England, United Kingdom","second","3","sheet_46k"
"china/henan/zhoukou/dancheng-county","Dancheng County, Zhoukou, Henan, China","high","3","sheet_46k"
"united-kingdom/england/saltburn-by-the-sea/liverton","Liverton, Saltburn-by-the-Sea, England, United Kingdom","second","3","sheet_46k"
"togo/lome/baguida","Baguida, Lome, Togo","second","3","sheet_46k"
"china/hunan/shaoyang/shaodong-county","Shaodong County, Shaoyang, Hunan, China","high","3","sheet_46k"
"united-kingdom/england/totnes/harbertonford","Harbertonford, Totnes, England, United Kingdom","second","3","sheet_46k"
"italy/umbria/perugia/ferro-di-cavallo","Ferro di Cavallo, Perugia, Umbria, Italy","second","3","sheet_46k"
"greece/central-macedonia/thermaikos/peraia","Peraia, Thermaikos, Central Macedonia, Greece","second","3","sheet_46k"
"china/sichuan/mianyang/santai-county","Santai County, Mianyang, Sichuan, China","high","3","sheet_46k"
"italy/trentino-alto-adige/trento/povo","Povo, Trento, Trentino-Alto Adige, Italy","second","3","sheet_46k"
"united-kingdom/england/oakham/morcott","Morcott, Oakham, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/sevenoaks/seal","Seal, Sevenoaks, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/derby/swarkestone","Swarkestone, Derby, England, United Kingdom","second","3","sheet_46k"
"senegal/thies/mbour/saly-niakhniakhal","Saly Niakhniakhal, Mbour, Thies, Senegal","second","3","sheet_46k"
"indonesia/bali/anturan","Anturan, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/kaliasem","Kaliasem, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/buleleng/pemaron","Pemaron, Buleleng, Bali, Indonesia","second","3","sheet_46k"
"indonesia/bali/banjar/dencarik","Dencarik, Banjar, Bali, Indonesia","second","3","sheet_46k"
"poland/masovian-voivodeship/teresin/niepokalanow","Niepokalanow, Teresin, Masovian Voivodeship, Poland","second","3","sheet_46k"
"united-kingdom/england/dorchester/melcombe-bingham","Melcombe Bingham, Dorchester, England, United Kingdom","second","3","sheet_46k"
"ecuador/sucumbios/lago-agrio/nueva-loja","Nueva Loja, Lago Agrio, Sucumbios, Ecuador","second","3","sheet_46k"
"luxembourg/sanem/soleuvre","Soleuvre, Sanem, Luxembourg","second","3","sheet_46k"
"united-kingdom/england/lydney/saint-briavels","Saint Briavels, Lydney, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/east-tytherley","East Tytherley, England, United Kingdom","second","3","sheet_46k"
"italy/lazio/anzio/lavinio-lido-di-enea","Lavinio Lido di Enea, Anzio, Lazio, Italy","second","3","sheet_46k"
"italy/campania/castel-san-giorgio/lanzara","Lanzara, Castel San Giorgio, Campania, Italy","second","3","sheet_46k"
"chile/santiago-metropolitan/buin/alto-jahuel","Alto Jahuel, Buin, Santiago Metropolitan, Chile","second","3","sheet_46k"
"china/hunan/changsha/ningxiang-county","Ningxiang County, Changsha, Hunan, China","high","3","sheet_46k"
"china/fujian/xiapu-county","Xiapu County, Ningde, Fujian, China","high","3","sheet_46k"
"united-kingdom/england/rushden/higham-ferrers","Higham Ferrers, Rushden, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/morpeth/cresswell","Cresswell, Morpeth, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/hexham/low-brunton","Low Brunton, Hexham, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/wantage/letcombe-regis","Letcombe Regis, Wantage, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/oakham/edith-weston","Edith Weston, Oakham, England, United Kingdom","second","3","sheet_46k"
"china/fujian/fuzhou/pingtan-county","Pingtan County, Fuzhou, Fujian, China","high","3","sheet_46k"
"united-kingdom/wales/dolphin","Dolphin, Wales, United Kingdom","second","3","sheet_46k"
"italy/tuscany/grosseto/santa-maria-di-rispescia","Santa Maria di Rispescia, Grosseto, Tuscany, Italy","second","3","sheet_46k"
"china/shandong/jinan/shanghe-county","Shanghe County, Jinan, Shandong, China","high","3","sheet_46k"
"united-kingdom/england/tadley/baughurst","Baughurst, Tadley, England, United Kingdom","second","3","sheet_46k"
"italy/liguria/san-lorenzo-della-costa","San Lorenzo della Costa, Liguria, Italy","second","3","sheet_46k"
"united-kingdom/england/cheltenham/shipton-oliffe","Shipton Oliffe, Cheltenham, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/market-rasen/caistor","Caistor, Market Rasen, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/chalgrove","Chalgrove, England, United Kingdom","second","3","sheet_46k"
"spain/andalusia/marbella/elviria","Elviria, Marbella, Andalusia, Spain","second","3","sheet_46k"
"united-kingdom/england/hebden-bridge/wadsworth","Wadsworth, Hebden Bridge, England, United Kingdom","second","3","sheet_46k"
"australia/western-australia/perth/quinns-rocks","Quinns Rocks, Perth, Western Australia, Australia","second","3","sheet_46k"
"united-kingdom/england/hastings/fairlight","Fairlight, Hastings, England, United Kingdom","second","3","sheet_46k"
"china/anhui/hefei/feidong-county","Feidong County, Hefei, Anhui, China","high","3","sheet_46k"
"united-kingdom/england/york/barmby-moor","Barmby Moor, York, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/york/great-ouseburn","Great Ouseburn, York, England, United Kingdom","second","3","sheet_46k"
"france/eure-department/grand-bourgtheroulde/bourgtheroulde-infreville","Bourgtheroulde-Infreville, Grand Bourgtheroulde, Eure (department), France","second","3","sheet_46k"
"china/shanxi/xinzhou/pianguan-county","Pianguan County, Xinzhou, Shanxi, China","high","3","sheet_46k"
"united-kingdom/england/christchurch/walkford","Walkford, Christchurch, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/leicester/aylestone","Aylestone, Leicester, England, United Kingdom","second","3","sheet_46k"
"china/guizhou/bijie/dafang-county","Dafang County, Bijie, Guizhou, China","high","3","sheet_46k"
"united-kingdom/england/matlock/rowsley","Rowsley, Matlock, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/hereford/byford","Byford, Hereford, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/hereford/whitestone","Whitestone, Hereford, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/hereford/madley","Madley, Hereford, England, United Kingdom","second","3","sheet_46k"
"china/tibet/lhasa/doilungdeqen-district","Doilungdeqen District, Lhasa, Tibet, China","high","3","sheet_46k"
"saudi-arabia/riyadh/riyadh/diryah","Diryah, Riyadh, Riyadh, Saudi Arabia","second","3","sheet_46k"
"greece/central-greece/chalcis/khalkis","Khalkis, Chalcis, Central Greece, Greece","second","3","sheet_46k"
"united-kingdom/england/upper-harbledown","Upper Harbledown, England, United Kingdom","second","3","sheet_46k"
"spain/murcia/banos-y-mendigo","Banos y Mendigo, Murcia, Murcia, Spain","second","3","sheet_46k"
"united-kingdom/england/norwich/hingham","Hingham, Norwich, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/beverley/tickton","Tickton, Beverley, England, United Kingdom","second","3","sheet_46k"
"italy/veneto/san-trovaso","San Trovaso, Veneto, Italy","second","3","sheet_46k"
"barbados/st-james/paynes-bay/holder-s-hill","Holder's Hill, Paynes Bay, St. James, Barbados","second","3","sheet_46k"
"united-kingdom/wales/newport/caerleon","Caerleon, Newport, Wales, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/redcar/marske-by-the-sea","Marske-by-the-Sea, Redcar, England, United Kingdom","second","3","sheet_46k"
"indonesia/bali/ubud/kedewatan","Kedewatan, Ubud, Bali, Indonesia","second","3","sheet_46k"
"united-kingdom/england/bognor-regis/aldwick","Aldwick, Bognor Regis, England, United Kingdom","second","3","sheet_46k"
"italy/emilia-romagna/calderino","Calderino, Emilia-Romagna, Italy","second","3","sheet_46k"
"united-kingdom/england/lechlade/southrop","Southrop, Lechlade, England, United Kingdom","second","3","sheet_46k"
"barbados/christ-church/oistins/atlantic-shores","Atlantic Shores, Oistins, Christ Church, Barbados","second","3","sheet_46k"
"barbados/st-james/gibbes/lower-carlton","Lower Carlton, Gibbes, St. James, Barbados","second","3","sheet_46k"
"united-kingdom/england/hazlebadge","Hazlebadge, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/hull/patrington-haven","Patrington Haven, Hull, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/cannock/norton-canes","Norton Canes, Cannock, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/northern-ireland/larne/cairncastle","Cairncastle, Larne, Northern Ireland, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/exeter/longdown","Longdown, Exeter, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/high-peak/kettleshulme","Kettleshulme, High Peak, England, United Kingdom","second","3","sheet_46k"
"india/uttar-pradesh/faizabad/ayodhya","Ayodhya, Faizabad, Uttar Pradesh, India","second","3","sheet_46k"
"united-kingdom/england/manchester/chorlton-cum-hardy","Chorlton-cum-Hardy, Manchester, England, United Kingdom","second","3","sheet_46k"
"australia/australian-capital-territory/canberra/kambah","Kambah, Canberra, Australian Capital Territory, Australia","second","3","sheet_46k"
"italy/campania/positano/nocelle","Nocelle, Positano, Campania, Italy","second","3","sheet_46k"
"united-kingdom/england/faversham/boughton-under-blean","Boughton-under-Blean, Faversham, England, United Kingdom","second","3","sheet_46k"
"spain/andalusia/palmones","Palmones, Andalusia, Spain","second","3","sheet_46k"
"united-kingdom/england/stratford-upon-avon/shottery","Shottery, Stratford-upon-Avon, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/looe/widegates","Widegates, Looe, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/cheltenham/bishop-s-cleeve","Bishop's Cleeve, Cheltenham, England, United Kingdom","second","3","sheet_46k"
"italy/emilia-romagna/botteghe-di-albinea","Botteghe di Albinea, Emilia-Romagna, Italy","second","3","sheet_46k"
"united-kingdom/england/great-yarmouth/caister-on-sea","Caister-on-Sea, Great Yarmouth, England, United Kingdom","second","3","sheet_46k"
"australia/new-south-wales/stanwell-park","Stanwell Park, New South Wales, Australia","second","3","sheet_46k"
"united-kingdom/wales/swansea/sketty","Sketty, Swansea, Wales, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/cambridge/trumpington","Trumpington, Cambridge, England, United Kingdom","second","3","sheet_46k"
"germany/saxony-anhalt/hohe-borde/hohenwarsleben","Hohenwarsleben, Hohe Borde, Saxony-Anhalt, Germany","second","3","sheet_46k"
"united-kingdom/england/skipton/carleton","Carleton, Skipton, England, United Kingdom","second","3","sheet_46k"
"italy/emilia-romagna/san-lazzaro-di-savena/idice-di-san-lazzaro","Idice di San Lazzaro, San Lazzaro di Savena, Emilia-Romagna, Italy","second","3","sheet_46k"
"united-kingdom/england/redhill/merstham","Merstham, Redhill, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/nettlestone","Nettlestone, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/nuneaton/osbaston","Osbaston, Nuneaton, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/belper/ambergate","Ambergate, Belper, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/carnforth/tewitfield","Tewitfield, Carnforth, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/scotland/largs/fairlie","Fairlie, Largs, Scotland, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/stoke-on-trent/tean","Tean, Stoke-on-Trent, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/carnforth/yealand-redmayne","Yealand Redmayne, Carnforth, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/ilkley/addingham","Addingham, Ilkley, England, United Kingdom","second","3","sheet_46k"
"lebanon/mount-lebanon/ghazir/maamelteine","Maamelteine, Ghazir, Mount Lebanon, Lebanon","second","3","sheet_46k"
"italy/emilia-romagna/monticelli-d-ongina/san-nazzaro","San Nazzaro, Monticelli d'Ongina, Emilia-Romagna, Italy","second","3","sheet_46k"
"australia/new-south-wales/bundeena","Bundeena, New South Wales, Australia","second","3","sheet_46k"
"united-kingdom/england/bridgwater/chilton-trinity","Chilton Trinity, Bridgwater, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/wales/treorchy/blaencwm","Blaencwm, Treorchy, Wales, United Kingdom","second","3","sheet_46k"
"germany/bavaria/senden/wullenstetten","Wullenstetten, Senden, Bavaria, Germany","second","3","sheet_46k"
"united-kingdom/england/exeter/clyst-saint-george","Clyst Saint George, Exeter, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/exeter/ide","Ide, Exeter, England, United Kingdom","second","3","sheet_46k"
"sri-lanka/western-province/beruwela/payagala","Payagala, Beruwela, Western Province, Sri Lanka","second","3","sheet_46k"
"germany/konstanz/dingelsdorf","Dingelsdorf, Konstanz, Germany","second","3","sheet_46k"
"united-kingdom/england/market-rasen/wragby","Wragby, Market Rasen, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/carlisle/scotby","Scotby, Carlisle, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/nottingham/awsworth","Awsworth, Nottingham, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/milton-keynes/knowle-sands","Knowle Sands, Milton Keynes, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/durham/langley-park","Langley Park, Durham, England, United Kingdom","second","3","sheet_46k"
"germany/thuringia/nesse-apfelstadt/neudietendorf","Neudietendorf, Nesse-Apfelstadt, Thuringia, Germany","second","3","sheet_46k"
"united-kingdom/england/durham/framwellgate-moor","Framwellgate Moor, Durham, England, United Kingdom","second","3","sheet_46k"
"australia/new-south-wales/wollongong/thirroul","Thirroul, Wollongong, New South Wales, Australia","second","3","sheet_46k"
"united-kingdom/england/nottingham/woodborough","Woodborough, Nottingham, England, United Kingdom","second","3","sheet_46k"
"germany/north-rhine-westphalia/overath/marialinden","Marialinden, Overath, North Rhine-Westphalia, Germany","second","3","sheet_46k"
"australia/new-south-wales/patonga","Patonga, New South Wales, Australia","second","3","sheet_46k"
"australia/australian-capital-territory/canberra/cook","Cook, Canberra, Australian Capital Territory, Australia","second","3","sheet_46k"
"united-kingdom/england/chichester/hunston","Hunston, Chichester, England, United Kingdom","second","3","sheet_46k"
"sri-lanka/western-province/kochchikade","Kochchikade, Western Province, Sri Lanka","second","3","sheet_46k"
"united-kingdom/england/south-scarle","South Scarle, England, United Kingdom","second","3","sheet_46k"
"switzerland/koeniz/liebefeld","Liebefeld, Koeniz, Bern, Switzerland","second","3","sheet_46k"
"germany/baden-wuerttemberg/goeppingen/jebenhausen","Jebenhausen, Goeppingen, Baden-Wuerttemberg, Germany","second","3","sheet_46k"
"united-kingdom/england/louth/stewton","Stewton, Louth, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/bedford/cardington","Cardington, Bedford, England, United Kingdom","second","3","sheet_46k"
"indonesia/bali/tabanan/beraban","Beraban, Tabanan, Bali, Indonesia","second","3","sheet_46k"
"india/rajasthan/dhaulpur/dholpur","Dholpur, Dhaulpur, Rajasthan, India","second","3","sheet_46k"
"india/goa/velsao","Velsao, Goa, India","second","3","sheet_46k"
"italy/liguria/ameglia/fiumaretta","Fiumaretta, Ameglia, Liguria, Italy","second","3","sheet_46k"
"italy/strettoia","Strettoia, Italy","second","3","sheet_46k"
"united-kingdom/england/hull/hedon","Hedon, Hull, England, United Kingdom","second","3","sheet_46k"
"thailand/phuket-province/phuket/talat-nuea","Talat Nuea, Phuket, Phuket (province), Thailand","second","3","sheet_46k"
"thailand/phuket-province/phuket/talat-yai","Talat Yai, Phuket, Phuket (province), Thailand","second","3","sheet_46k"
"united-kingdom/england/chichester/boxgrove","Boxgrove, Chichester, England, United Kingdom","second","3","sheet_46k"
"india/goa/caranzalem","Caranzalem, Goa, India","second","3","sheet_46k"
"canada/ontario/lakeshore/belle-river","Belle River, Lakeshore, Ontario, Canada","second","3","sheet_46k"
"united-kingdom/scotland/helensburgh/rosneath","Rosneath, Helensburgh, Scotland, United Kingdom","second","3","sheet_46k"
"italy/liguria/neirone/ognio","Ognio, Neirone, Liguria, Italy","second","3","sheet_46k"
"united-kingdom/england/southampton/dibden","Dibden, Southampton, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/northern-ireland/bangor/helen-s-bay","Helen's Bay, Bangor, Northern Ireland, United Kingdom","second","3","sheet_46k"
"italy/tuscany/san-giuliano-terme/san-martino-a-ulmiano","San Martino a Ulmiano, San Giuliano Terme, Tuscany, Italy","second","3","sheet_46k"
"vietnam/tien-giang-province/cai-be/dong-hoa-hiep","Đong Hoa Hiep, Cai Be, Tien Giang (province), Vietnam","second","3","sheet_46k"
"italy/trentino-alto-adige/trento/vaneze","Vaneze, Trento, Trentino-Alto Adige, Italy","second","3","sheet_46k"
"italy/friuli-venezia-giulia/trieste/banne","Banne, Trieste, Friuli Venezia Giulia, Italy","second","3","sheet_46k"
"united-kingdom/england/nottingham/gunthorpe","Gunthorpe, Nottingham, England, United Kingdom","second","3","sheet_46k"
"italy/veneto/treviso/canizzano","Canizzano, Treviso, Veneto, Italy","second","3","sheet_46k"
"italy/veneto/padova/camin","Camin, Padova, Veneto, Italy","second","3","sheet_46k"
"italy/liguria/la-spezia/cadimare","Cadimare, La Spezia, Liguria, Italy","second","3","sheet_46k"
"united-kingdom/england/colchester/eight-ash-green","Eight Ash Green, Colchester, England, United Kingdom","second","3","sheet_46k"
"italy/veneto/ponte-di-brenta","Ponte di Brenta, Veneto, Italy","second","3","sheet_46k"
"united-kingdom/wales/swansea/clydach","Clydach, Swansea, Wales, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/chard/isle-of-thanet","Isle of Thanet, Chard, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/braintree/great-notley","Great Notley, Braintree, England, United Kingdom","second","3","sheet_46k"
"switzerland/ticino/lugano/pregassona","Pregassona, Lugano, Ticino, Switzerland","second","3","sheet_46k"
"united-kingdom/england/barlaston","Barlaston, England, United Kingdom","second","3","sheet_46k"
"italy/veneto/vigonza/peraga","Peraga, Vigonza, Veneto, Italy","second","3","sheet_46k"
"united-kingdom/wales/newport/coedkernew","Coedkernew, Newport, Wales, United Kingdom","second","3","sheet_46k"
"united-kingdom/wales/newport/rogerstone","Rogerstone, Newport, Wales, United Kingdom","second","3","sheet_46k"
"malaysia/malacca/malacca-city/klebang-kechil","Klebang Kechil, Malacca City, Malacca, Malaysia","second","3","sheet_46k"
"spain/asturias/carreno/calera","Calera, Carreno, Asturias, Spain","second","3","sheet_46k"
"italy/lombardy/bornato","Bornato, Lombardy, Italy","second","3","sheet_46k"
"australia/victoria/somers","Somers, Victoria, Australia","second","3","sheet_46k"
"italy/san-casciano-in-val-di-pesa/romola","Romola, San Casciano in Val di Pesa, Italy","second","3","sheet_46k"
"italy/campania/massa-lubrense/schiazzano","Schiazzano, Massa Lubrense, Campania, Italy","second","3","sheet_46k"
"italy/liguria/camogli/mortola","Mortola, Camogli, Liguria, Italy","second","3","sheet_46k"
"portugal/setubal-district/sesimbra/quinta-do-conde","Quinta Do Conde, Sesimbra, Lisbon District, Setubal District, Portugal","second","3","sheet_46k"
"australia/western-australia/byford","Byford, Perth, Western Australia, Australia","second","3","sheet_46k"
"united-kingdom/england/hereford/bartestree","Bartestree, Hereford, England, United Kingdom","second","3","sheet_46k"
"sri-lanka/southern-province/ahangama/midigama","Midigama, Ahangama, Southern Province, Sri Lanka","second","3","sheet_46k"
"italy/liguria/albisola-superiore/ellera","Ellera, Albisola Superiore, Liguria, Italy","second","3","sheet_46k"
"mauritius/riviere-noire-district/port-louis/pointe-aux-sables","Pointe Aux Sables, Port Louis, Riviere Noire District, Mauritius","second","3","sheet_46k"
"mauritius/plaines-wilhems/curepipe/forest-side","Forest Side, Curepipe, Plaines Wilhems, Mauritius","second","3","sheet_46k"
"united-kingdom/england/southampton/marchwood","Marchwood, Southampton, England, United Kingdom","second","3","sheet_46k"
"italy/lazio/tivoli/villa-adriana","Villa Adriana, Tivoli, Lazio, Italy","second","3","sheet_46k"
"italy/abruzzo/san-vito-chietino/marina-di-san-vito","Marina di San Vito, San Vito Chietino, Abruzzo, Italy","second","3","sheet_46k"
"united-kingdom/england/colchester/great-horkesley","Great Horkesley, Colchester, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/scotland/dunfermline/cairneyhill","Cairneyhill, Dunfermline, Scotland, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/warrington/great-sankey","Great Sankey, Warrington, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/grimsby/ashby-cum-fenby","Ashby cum Fenby, Grimsby, England, United Kingdom","second","3","sheet_46k"
"denmark/hovedstaden/hillerod/hillerod-kommune","Hillerød Kommune, Hillerod, Hovedstaden, Denmark","second","3","sheet_46k"
"united-kingdom/england/ipswich/chelmondiston","Chelmondiston, Ipswich, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/loughborough/quorn","Quorn, Loughborough, England, United Kingdom","second","3","sheet_46k"
"spain/andalusia/monachil/barrio-de-la-vega","Barrio de la Vega, Monachil, Andalusia, Spain","second","3","sheet_46k"
"united-kingdom/england/northfleet","Northfleet, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/ascot/sunninghill","Sunninghill, Ascot, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/shipley/baildon","Baildon, Shipley, England, United Kingdom","second","3","sheet_46k"
"portugal/madeira-region/funchal/sao-martinho","Sao Martinho, Funchal, Madeira Region, Portugal","second","3","sheet_46k"
"gambia/western/brusubi","Brusubi, Western, Gambia","second","3","sheet_46k"
"italy/campania/serino/canale-di-serino","Canale di Serino, Serino, Campania, Italy","second","3","sheet_46k"
"italy/emilia-romagna/reggio-nell-emilia/massenzatico","Massenzatico, Reggio nell'Emilia, Emilia-Romagna, Italy","second","3","sheet_46k"
"italy/friuli-venezia-giulia/prosecco","Prosecco, Friuli-Venezia Giulia, Italy","second","3","sheet_46k"
"jordan/amman-governorate/amman/al-jubeiha","Al Jubeiha, Amman, Amman Governorate, Jordan","second","3","sheet_46k"
"australia/new-south-wales/queenscliff","Queenscliff, New South Wales, Australia","second","3","sheet_46k"
"malta/bahar-ic-caghaq","Bahar ic-Caghaq, Malta","second","3","sheet_46k"
"united-kingdom/england/cambridge/great-shelford","Great Shelford, Cambridge, England, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/leavesden","Leavesden, England, United Kingdom","second","3","sheet_46k"
"australia/western-australia/perth/innaloo","Innaloo, Perth, Western Australia, Australia","second","3","sheet_46k"
"romania/nord-vest/cluj-napoca/cluj-county","Cluj County, Cluj-Napoca, Nord-Vest, Romania","second","3","sheet_46k"
"australia/south-australia/adelaide/moana","Moana, Adelaide, South Australia, Australia","second","3","sheet_46k"
"united-kingdom/wales/swansea/craig-cefn-parc","Craig Cefn Parc, Swansea, Wales, United Kingdom","second","3","sheet_46k"
"united-kingdom/england/oakham/manton","Manton, Oakham, England, United Kingdom","second","3","sheet_46k"
"czech-republic/plzen-region/plzen/pilsen","Pilsen, Plzen, Plzen (region), Czech Republic","second","3","sheet_46k"
"czech-republic/brno/morava","Morava, Brno, South Moravian (region), Czech Republic","second","3","sheet_46k"
"belgium/walloon-region/genappe/ways","Ways, Genappe, Walloon Region, Belgium","second","3","sheet_46k"
"united-kingdom/scotland/aberdeen/kingswells","Kingswells, Aberdeen, Scotland, United Kingdom","second","3","sheet_46k"
"italy/trentino-alto-adige/appiano-sulla-strada-del-vino/st-pauls","St. Pauls, Appiano Sulla Strada del Vino, Trentino-Alto Adige, Italy","second","3","sheet_46k"
"united-kingdom/england/milton-keynes/wavendon","Wavendon, Milton Keynes, England, United Kingdom","second","3","sheet_46k"
"france/corse-du-sud/mezzavia","Mezzavia, Corse-du-Sud, France","second","3","sheet_46k"
"luxembourg/bereldange","Bereldange, Luxembourg","second","3","sheet_46k"
"ukraine/lviv-oblast/lviv/malekhiv","Malekhiv, Lviv, Lviv Oblast, Ukraine","second","3","sheet_46k"
"united-kingdom/england/oldham/uppermill","Uppermill, Oldham, England, United Kingdom","second","3","sheet_46k"
"mexico/tequesquitengo/san-jose-vista-hermosa","San Jose Vista Hermosa, Tequesquitengo, Morelos, Mexico","second","3","sheet_46k"
"france/haute-savoie-department/talloires-montmin/echarvines","Echarvines, Talloires-Montmin, Haute-Savoie (department), France","second","3","sheet_46k"
"united-kingdom/england/norwich/hoveton","Hoveton, Norwich, England, United Kingdom","second","3","sheet_46k"
"italy/liguria/bergeggi/torre-del-mare","Torre del Mare, Bergeggi, Liguria, Italy","second","3","sheet_46k"
