"display_slug","neighborhood","city","country","country_code","floor_tier","reason"
"australia/tasmania/hobart/north-hobart","North Hobart","Hobart","Australia","AU","second","default: second-floor image remains representative"
"australia/tasmania/hobart/sandy-bay","Sandy Bay","Hobart","Australia","AU","second","default: second-floor image remains representative"
"australia/victoria/collingwood","Collingwood","Melbourne","Australia","AU","second","default: second-floor image remains representative"
"australia/victoria/fitzroy","Fitzroy","Melbourne","Australia","AU","second","default: second-floor image remains representative"
"australia/victoria/greater-geelong-city/newtown","Newtown","Geelong","Australia","AU","second","default: second-floor image remains representative"
"australia/victoria/melbourne/brunswick-north","Brunswick","Melbourne","Australia","AU","second","default: second-floor image remains representative"
"australia/victoria/melbourne/carlton-south","Carlton","Melbourne","Australia","AU","second","default: second-floor image remains representative"
"australia/victoria/melbourne/prahran-east","Prahran","Melbourne","Australia","AU","second","default: second-floor image remains representative"
"australia/victoria/melbourne/richmond","Richmond","Melbourne","Australia","AU","second","default: second-floor image remains representative"
"australia/victoria/south-melbourne","South Melbourne","Melbourne","Australia","AU","second","default: second-floor image remains representative"
"australia/victoria/windsor","Windsor","Melbourne","Australia","AU","second","default: second-floor image remains representative"
"australia/western-australia/perth/cottesloe","Cottesloe","Perth","Australia","AU","second","default: second-floor image remains representative"
"australia/western-australia/perth/fremantle","Fremantle","Perth","Australia","AU","second","default: second-floor image remains representative"
"australia/western-australia/perth/leederville","Leederville","Perth","Australia","AU","second","default: second-floor image remains representative"
"australia/western-australia/perth/mount-lawley","Mount Lawley","Perth","Australia","AU","second","default: second-floor image remains representative"
"australia/western-australia/perth/northbridge","Northbridge","Perth","Australia","AU","second","default: second-floor image remains representative"
"australia/western-australia/perth/subiaco","Subiaco","Perth","Australia","AU","second","default: second-floor image remains representative"
"austria/styria/geidorf","Geidorf","Graz","Austria","AT","second","default: second-floor image remains representative"
"austria/styria/gries","Gries","Graz","Austria","AT","second","default: second-floor image remains representative"
"austria/styria/lend","Lend","Graz","Austria","AT","second","default: second-floor image remains representative"
"austria/vienna-state/vienna/alsergrund","Alsergrund","Vienna","Austria","AT","second","default: second-floor image remains representative"
"austria/vienna-state/vienna/innere-stadt","Innere Stadt","Vienna","Austria","AT","second","default: second-floor image remains representative"
"austria/vienna-state/vienna/josefstadt","Josefstadt","Vienna","Austria","AT","second","default: second-floor image remains representative"
"austria/vienna-state/vienna/landstrasse","Landstrae","Vienna","Austria","AT","second","default: second-floor image remains representative"
"austria/vienna-state/vienna/leopoldstadt","Leopoldstadt","Vienna","Austria","AT","second","default: second-floor image remains representative"
"austria/vienna-state/vienna/mariahilf","Mariahilf","Vienna","Austria","AT","second","default: second-floor image remains representative"
"austria/vienna-state/vienna/neubau","Neubau","Vienna","Austria","AT","second","default: second-floor image remains representative"
"austria/vienna-state/vienna/wieden","Wieden","Vienna","Austria","AT","second","default: second-floor image remains representative"
"azerbaijan/baku/yasamal","Yasamal","Baku","Azerbaijan","AZ","second","default: second-floor image remains representative"
"bangladesh/dhaka-division/dhaka/banani","Banani","Dhaka","Bangladesh","BD","second","default: second-floor image remains representative"
"bangladesh/dhaka-division/dhaka/dhanmondi","Dhanmondi","Dhaka","Bangladesh","BD","second","default: second-floor image remains representative"
"bangladesh/dhaka-division/dhaka/gulshan","Gulshan","Dhaka","Bangladesh","BD","second","default: second-floor image remains representative"
"belarus/minsk/tsentralny-district","Tsentralny","Minsk","Belarus","BY","second","default: second-floor image remains representative"
"belgium/brussels-capital-region/brussels/chatelain","Chatelain","Brussels","Belgium","BE","second","default: second-floor image remains representative"
"belgium/brussels-capital-region/brussels/dansaert","Dansaert","Brussels","Belgium","BE","second","default: second-floor image remains representative"
"belgium/brussels-capital-region/brussels/european-quarter","European Quarter","Brussels","Belgium","BE","second","default: second-floor image remains representative"
"belgium/brussels-capital-region/brussels/ixelles","Ixelles","Brussels","Belgium","BE","second","default: second-floor image remains representative"
"belgium/flemish-region/antwerp/meir","Meir / Fashion District","Antwerpen","Belgium","BE","second","default: second-floor image remains representative"
"belgium/flemish-region/antwerp/zurenborg","Zurenborg","Antwerpen","Belgium","BE","second","default: second-floor image remains representative"
"belgium/flemish-region/ghent/patershol","Patershol","Gent","Belgium","BE","second","default: second-floor image remains representative"
"belgium/flemish-region/ghent/prinsenhof","Prinsenhof","Gent","Belgium","BE","second","default: second-floor image remains representative"
