"display_slug","neighborhood","city","country","country_code","floor_tier","reason"
"brazil/south-region/santa-maria/camobi","Camobi","Santa Maria","Brazil","BR","second","default: second-floor image remains representative"
"brazil/south-region/sao-jose/kobrasol","Kobrasol","Sao Jose","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/barueri/alphaville","Alphaville","Barueri","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/belo-horizonte/funcionarios","Funcionarios","Belo Horizonte","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/belo-horizonte/lourdes","Lourdes","Belo Horizonte","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/belo-horizonte/savassi","Savassi","Belo Horizonte","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/cabo-frio/passagem","Passagem","Cabo Frio","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/campinas/cambui","Cambui","Campinas","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/contagem/eldorado","Eldorado","Contagem","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/guaruja/enseada","Enseada","Guaruja","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/guaruja/pitangueiras","Pitangueiras","Guaruja","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/guarulhos/vila-galvao","Vila Galvao","Guarulhos","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/juiz-de-fora/alto-dos-passos","Alto dos Passos","Juiz de Fora","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/juiz-de-fora/granbery","Granbery","Juiz de Fora","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/niteroi/icarai","Icarai","Niteroi","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/niteroi/inga","Inga","Niteroi","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/petropolis/quitandinha","Quitandinha","Petropolis","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/praia-grande/boqueirao","Boqueirao","Praia Grande","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/rio-de-janeiro/santa-teresa","Santa Teresa","Rio de Janeiro","Brazil","BR","second","curated: low-rise/historic fabric, second floor kept"
"brazil/southeast-region/santos/boqueirao","Boqueirao","Santos","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/santos/gonzaga","Gonzaga","Santos","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/sao-bernardo-do-campo/jardim-do-mar","Jardim do Mar","Sao Bernardo do Campo","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/serra/laranjeiras-velha","Laranjeiras","Serra","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/uberlandia/fundinho","Fundinho","Uberlandia","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/uberlandia/santa-monica","Santa Monica","Uberlandia","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/uberlandia/tibery","Tibery","Uberlandia","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/vitoria/jardim-camburi","Jardim Camburi","Vitoria","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/vitoria/jardim-da-penha","Jardim da Penha","Vitoria","Brazil","BR","second","default: second-floor image remains representative"
"brazil/southeast-region/vitoria/praia-do-canto","Praia do Canto","Vitoria","Brazil","BR","second","default: second-floor image remains representative"
"bulgaria/plovdiv-province/plovdiv/plovdiv-old-town","Old Town","Plovdiv","Bulgaria","BG","second","keyword 'old-town': low-rise/historic, second floor kept"
"bulgaria/sofia-city/sofia/lozenets","Lozenets","Sofia","Bulgaria","BG","second","default: second-floor image remains representative"
"bulgaria/sofia-city/sofia/oborishte","Oborishte","Sofia","Bulgaria","BG","second","default: second-floor image remains representative"
"bulgaria/sofia-city/sofia/sofia-city-center","City Center / Centar","Sofia","Bulgaria","BG","second","default: second-floor image remains representative"
"bulgaria/varna-province/varna/sea-garden","Sea Garden","Varna","Bulgaria","BG","second","keyword 'garden': low-rise/historic, second floor kept"
"bulgaria/varna-province/varna/varna-city-centre","City Center","Varna","Bulgaria","BG","second","default: second-floor image remains representative"
"cambodia/phnom-penh/daun-penh","Daun Penh","Phnom Penh","Cambodia","KH","second","default: second-floor image remains representative"
"cambodia/phnom-penh/riverside","Riverside","Phnom Penh","Cambodia","KH","second","default: second-floor image remains representative"
"cameroon/central/yaounde/centre-ville","Centre-Ville","Yaounde","Cameroon","CM","second","default: second-floor image remains representative"
"cameroon/littoral/douala/akwa-ii","Akwa","Douala","Cameroon","CM","second","default: second-floor image remains representative"
"cameroon/littoral/douala/bonapriso","Bonapriso","Douala","Cameroon","CM","second","default: second-floor image remains representative"
"chile/santiago-metropolitan/santiago/bellavista","Bellavista","Santiago","Chile","CL","second","default: second-floor image remains representative"
"chile/santiago-metropolitan/santiago/el-golf","El Golf","Santiago","Chile","CL","second","default: second-floor image remains representative"
"chile/santiago-metropolitan/santiago/las-condes","Las Condes","Santiago","Chile","CL","second","default: second-floor image remains representative"
"chile/santiago-metropolitan/santiago/lastarria","Lastarria","Santiago","Chile","CL","second","default: second-floor image remains representative"
"chile/santiago-metropolitan/santiago/nunoa","Nunoa","Santiago","Chile","CL","second","default: second-floor image remains representative"
"chile/santiago-metropolitan/santiago/providencia","Providencia","Santiago","Chile","CL","second","default: second-floor image remains representative"
"chile/santiago-metropolitan/santiago/vitacura","Vitacura","Santiago","Chile","CL","second","default: second-floor image remains representative"
"chile/valparaiso/valparaiso/cerro-alegre","Cerro Alegre","Valparaiso","Chile","CL","second","default: second-floor image remains representative"
"chile/valparaiso/valparaiso/cerro-concepcion","Cerro Concepcion","Valparaiso","Chile","CL","second","default: second-floor image remains representative"
"china/beijing/nanluoguxiang","Nanluoguxiang","Beijing","China","CN","second","curated: low-rise/historic fabric, second floor kept"
"china/guangdong/shamian-island","Shamian Island","Guangzhou","China","CN","second","curated: low-rise/historic fabric, second floor kept"
"china/guangxi/beihai/old-town","Old Town / Beihai Ancient Street","Beihai","China","CN","second","keyword 'old-town': low-rise/historic, second floor kept"
"china/shanghai/tianzifang","Tianzifang","Shanghai","China","CN","second","curated: low-rise/historic fabric, second floor kept"
"china/xinjiang/kashgar/old-town","Old Town","Kashgar","China","CN","second","keyword 'old-town': low-rise/historic, second floor kept"
"colombia/antioquia/envigado","Envigado","Medellin","Colombia","CO","second","default: second-floor image remains representative"
"colombia/antioquia/medellin/el-poblado","El Poblado","Medellin","Colombia","CO","second","default: second-floor image remains representative"
"colombia/antioquia/medellin/laureles","Laureles","Medellin","Colombia","CO","second","default: second-floor image remains representative"
"colombia/atlantico/barranquilla/alto-prado","Alto Prado","Barranquilla","Colombia","CO","second","default: second-floor image remains representative"
"colombia/atlantico/barranquilla/centro-historico","Centro Historico","Barranquilla","Colombia","CO","second","keyword 'historic': low-rise/historic, second floor kept"
"colombia/atlantico/barranquilla/el-prado","El Prado","Barranquilla","Colombia","CO","second","default: second-floor image remains representative"
"colombia/bolivar/cartagena/bocagrande","Bocagrande","Cartagena","Colombia","CO","second","default: second-floor image remains representative"
"colombia/bolivar/cartagena/getsemani","Getsemani","Cartagena","Colombia","CO","second","curated: low-rise/historic fabric, second floor kept"
"colombia/cali/san-antonio","San Antonio","Cali","Colombia","CO","second","default: second-floor image remains representative"
"colombia/cartagena/manga","Manga","Cartagena","Colombia","CO","second","default: second-floor image remains representative"
"colombia/distrito-capital/bogota/chapinero","Chapinero","Bogota","Colombia","CO","second","default: second-floor image remains representative"
"colombia/distrito-capital/bogota/la-candelaria","La Candelaria","Bogota","Colombia","CO","second","default: second-floor image remains representative"
"colombia/distrito-capital/bogota/usaquen","Usaquen","Bogota","Colombia","CO","second","default: second-floor image remains representative"
"colombia/distrito-capital/bogota/zona-rosa","Zona Rosa","Bogota","Colombia","CO","second","default: second-floor image remains representative"
"colombia/distrito-capital/bogota/zona-t","Zona T","Bogota","Colombia","CO","second","default: second-floor image remains representative"
"colombia/magdalena/santa-marta/bello-horizonte-beach","Bello Horizonte","Santa Marta","Colombia","CO","second","keyword 'beach': low-rise/historic, second floor kept"
"colombia/magdalena/santa-marta/el-rodadero","El Rodadero","Santa Marta","Colombia","CO","second","default: second-floor image remains representative"
"colombia/santander/bucaramanga/cabecera-shopping-mall","Cabecera","Bucaramanga","Colombia","CO","second","default: second-floor image remains representative"
"colombia/santander/sotomayor","Sotomayor","Bucaramanga","Colombia","CO","second","default: second-floor image remains representative"
"colombia/valle-del-cauca/cali/ciudad-jardin","Ciudad Jardin","Cali","Colombia","CO","second","default: second-floor image remains representative"
"colombia/valle-del-cauca/cali/granada","Granada","Cali","Colombia","CO","second","default: second-floor image remains representative"
"costa-rica/san-jose-province/san-jose/barrio-escalante","Barrio Escalante","San Jose","Costa Rica","CR","second","default: second-floor image remains representative"
"costa-rica/san-jose-province/san-jose/sabana-park","La Sabana","San Jose","Costa Rica","CR","second","default: second-floor image remains representative"
"costa-rica/san-jose-province/san-jose/yoses","Los Yoses","San Jose","Costa Rica","CR","second","default: second-floor image remains representative"
"costa-rica/san-jose/canton-escazu","Escazu","San Jose","Costa Rica","CR","second","default: second-floor image remains representative"
"costa-rica/san-jose/canton-santa-ana","Santa Ana","San Jose","Costa Rica","CR","second","default: second-floor image remains representative"
"cote-d-ivoire/abidjan/abidjan/cocody","Cocody","Abidjan","Ivory Coast","CI","second","default: second-floor image remains representative"
"cote-d-ivoire/abidjan/abidjan/le-plateau","Plateau","Abidjan","Ivory Coast","CI","second","default: second-floor image remains representative"
"croatia/gornji-grad","Gornji Grad","Zagreb","Croatia","HR","second","default: second-floor image remains representative"
"croatia/split-dalmatia/split/bacvice","Bacvice","Split","Croatia","HR","second","default: second-floor image remains representative"
"croatia/zagreb/donji-grad","Donji Grad","Zagreb","Croatia","HR","second","default: second-floor image remains representative"
"croatia/zagreb/maksimir-stadium","Maksimir","Zagreb","Croatia","HR","second","default: second-floor image remains representative"
"cuba/province-of-havana/havana/el-vedado","Vedado","Havana","Cuba","CU","second","default: second-floor image remains representative"
"cuba/province-of-havana/havana/miramar","Miramar","Havana","Cuba","CU","second","default: second-floor image remains representative"
"curacao/willemstad/otrobanda","Otrobanda","Willemstad","Curacao","CW","second","default: second-floor image remains representative"
"curacao/willemstad/pietermaai-district","Pietermaai","Willemstad","Curacao","CW","second","default: second-floor image remains representative"
"curacao/willemstad/punda","Punda","Willemstad","Curacao","CW","second","default: second-floor image remains representative"
"cyprus/limassol-district/limassol/old-town-of-limassol","Limassol Old Town","Limassol","Cyprus","CY","second","keyword 'old-town': low-rise/historic, second floor kept"
"czech-republic/brno/brno-stred","Brno-stred","Brno","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/moravian-silesian-region/ostrava/vitkovice","Vitkovice","Ostrava","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/dejvice","Dejvice","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/holesovice","Holesovice","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/josefov","Josefov","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/karlin","Karlin","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/mala-strana","Mala Strana","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/nove-mesto","Nove Mesto (New Town)","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/smichov","Smichov","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/stare-mesto","Stare Mesto (Old Town)","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/vinohrady","Vinohrady","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"czech-republic/prague-region/prague/zizkov","Zizkov","Prague","Czechia","CZ","second","default: second-floor image remains representative"
"democratic-republic-of-the-congo/kinshasa/kinshasa/gombe","Gombe","Kinshasa","Democratic Republic of the Congo","CD","second","default: second-floor image remains representative"
"denmark/hovedstaden/copenhagen/christianshavn","Christianshavn","Copenhagen","Denmark","DK","second","default: second-floor image remains representative"
"denmark/hovedstaden/copenhagen/indre-by","Indre By","Copenhagen","Denmark","DK","second","default: second-floor image remains representative"
"denmark/hovedstaden/copenhagen/norrebro","Nrrebro","Copenhagen","Denmark","DK","second","default: second-floor image remains representative"
"denmark/hovedstaden/copenhagen/nyhavn","Nyhavn","Copenhagen","Denmark","DK","second","default: second-floor image remains representative"
"denmark/hovedstaden/copenhagen/osterbro","sterbro","Copenhagen","Denmark","DK","second","default: second-floor image remains representative"
"denmark/hovedstaden/copenhagen/vesterbro","Vesterbro","Copenhagen","Denmark","DK","second","default: second-floor image remains representative"
"denmark/hovedstaden/frederiksberg","Frederiksberg","Copenhagen","Denmark","DK","second","default: second-floor image remains representative"
"denmark/midtjylland/aarhus/midtbyen","Midtbyen","Aarhus","Denmark","DK","second","default: second-floor image remains representative"
"dominican-republic/distrito-nacional/santo-domingo/bella-vista","Bella Vista","Santo Domingo","Dominican Republic","DO","second","default: second-floor image remains representative"
"dominican-republic/distrito-nacional/santo-domingo/ensanche-naco","Naco","Santo Domingo","Dominican Republic","DO","second","default: second-floor image remains representative"
"dominican-republic/distrito-nacional/santo-domingo/piantini","Piantini","Santo Domingo","Dominican Republic","DO","second","default: second-floor image remains representative"
"dominican-republic/distrito-nacional/santo-domingo/zona-colonial","Zona Colonial","Santo Domingo","Dominican Republic","DO","second","default: second-floor image remains representative"
"ecuador/guayas/guayaquil/las-penas","Las Penas","Guayaquil","Ecuador","EC","second","default: second-floor image remains representative"
"ecuador/guayas/guayaquil/puerto-santa-ana","Puerto Santa Ana","Guayaquil","Ecuador","EC","second","default: second-floor image remains representative"
"ecuador/guayas/guayaquil/urdesa","Urdesa","Guayaquil","Ecuador","EC","second","default: second-floor image remains representative"
"ecuador/manabi/manta/parroquia-tarqui","Tarqui","Manta","Ecuador","EC","second","default: second-floor image remains representative"
"ecuador/pichincha/cumbaya","Cumbaya","Quito","Ecuador","EC","second","default: second-floor image remains representative"
"ecuador/pichincha/quito/centro-historico","Centro Historico","Quito","Ecuador","EC","second","keyword 'historic': low-rise/historic, second floor kept"
"ecuador/pichincha/quito/gonzalez-suarez","Gonzalez Suarez","Quito","Ecuador","EC","second","default: second-floor image remains representative"
"ecuador/pichincha/quito/la-floresta","La Floresta","Quito","Ecuador","EC","second","default: second-floor image remains representative"
"ecuador/pichincha/quito/la-mariscal","La Mariscal","Quito","Ecuador","EC","second","default: second-floor image remains representative"
"egypt/cairo-governorate/cairo/downtown-cairo","Downtown Cairo","Cairo","Egypt","EG","second","default: second-floor image remains representative"
"egypt/cairo-governorate/cairo/garden-city","Garden City","Cairo","Egypt","EG","second","keyword 'garden': low-rise/historic, second floor kept"
"egypt/cairo-governorate/cairo/maadi","Maadi","Cairo","Egypt","EG","second","default: second-floor image remains representative"
"egypt/cairo-governorate/new-cairo","New Cairo","Cairo","Egypt","EG","second","default: second-floor image remains representative"
"egypt/cairo-governorate/new-cairo/downtown-katameya","Downtown Katameya","New Cairo","Egypt","EG","second","default: second-floor image remains representative"
"egypt/giza-governorate/6th-of-october-city","6th of October City","Giza","Egypt","EG","second","default: second-floor image remains representative"
"egypt/giza-governorate/cairo/zamalek","Zamalek","Cairo","Egypt","EG","second","default: second-floor image remains representative"
"egypt/giza-governorate/sheikh-zayed-city","Sheikh Zayed City","Giza","Egypt","EG","second","default: second-floor image remains representative"
"estonia/harju-county/tallinn/kadriorg","Kadriorg","Tallinn","Estonia","EE","second","default: second-floor image remains representative"
"estonia/harju-county/tallinn/kalamaja","Kalamaja","Tallinn","Estonia","EE","second","default: second-floor image remains representative"
"estonia/harju-county/tallinn/kesklinn","Kesklinn","Tallinn","Estonia","EE","second","default: second-floor image remains representative"
"estonia/harju-county/tallinn/rotermann-quarter","Rotermann Quarter","Tallinn","Estonia","EE","second","default: second-floor image remains representative"
"ethiopia/addis-ababa/bole","Bole","Addis Ababa","Ethiopia","ET","second","default: second-floor image remains representative"
"ethiopia/addis-ababa/piazza","Piazza","Addis Ababa","Ethiopia","ET","second","default: second-floor image remains representative"
"finland/uusimaa/espoo/leppavaara","Leppavaara","Espoo","Finland","FI","second","default: second-floor image remains representative"
"finland/uusimaa/espoo/otaniemi","Otaniemi","Espoo","Finland","FI","second","default: second-floor image remains representative"
"finland/uusimaa/espoo/tapiola","Tapiola","Espoo","Finland","FI","second","default: second-floor image remains representative"
"finland/uusimaa/helsinki/kallio","Kallio","Helsinki","Finland","FI","second","default: second-floor image remains representative"
"finland/uusimaa/helsinki/kamppi","Kamppi","Helsinki","Finland","FI","second","default: second-floor image remains representative"
"finland/uusimaa/helsinki/kruununhaka","Kruununhaka","Helsinki","Finland","FI","second","default: second-floor image remains representative"
"finland/uusimaa/helsinki/punavuori","Punavuori","Helsinki","Finland","FI","second","default: second-floor image remains representative"
"finland/uusimaa/helsinki/toolo","Toolo","Helsinki","Finland","FI","second","default: second-floor image remains representative"
"finland/uusimaa/helsinki/ullanlinna","Ullanlinna","Helsinki","Finland","FI","second","default: second-floor image remains representative"
"france/alpes-maritimes/nice/carre-d-or","Carre d'Or","Nice","France","FR","second","default: second-floor image remains representative"
"france/alpes-maritimes/nice/cimiez","Cimiez","Nice","France","FR","second","default: second-floor image remains representative"
"france/alpes-maritimes/nice/jean-medecin","Jean Medecin","Nice","France","FR","second","default: second-floor image remains representative"
"france/alpes-maritimes/nice/liberation","Liberation","Nice","France","FR","second","default: second-floor image remains representative"
"france/alpes-maritimes/nice/promenade-des-anglais","Promenade des Anglais","Nice","France","FR","second","default: second-floor image remains representative"
"france/alpes-maritimes/nice/quartier-du-port","Le Port","Nice","France","FR","second","default: second-floor image remains representative"
"france/bas-rhin-department/strasbourg/krutenau","Krutenau","Strasbourg","France","FR","second","default: second-floor image remains representative"
"france/bas-rhin-department/strasbourg/petite-france","Petite France","Strasbourg","France","FR","second","default: second-floor image remains representative"
"france/bouches-du-rhone-department/marseille/cours-julien","Cours Julien","Marseille","France","FR","second","default: second-floor image remains representative"
"france/bouches-du-rhone-department/marseille/endoume","Endoume","Marseille","France","FR","second","default: second-floor image remains representative"
"france/bouches-du-rhone-department/marseille/la-joliette","La Joliette","Marseille","France","FR","second","default: second-floor image remains representative"
"france/bouches-du-rhone-department/marseille/la-plaine","La Plaine","Marseille","France","FR","second","default: second-floor image remains representative"
"france/bouches-du-rhone-department/marseille/le-panier","Le Panier","Marseille","France","FR","second","default: second-floor image remains representative"
"france/bouches-du-rhone-department/marseille/notre-dame-du-mont","Notre-Dame-du-Mont","Marseille","France","FR","second","default: second-floor image remains representative"
"france/bouches-du-rhone-department/marseille/roucas-blanc","Le Roucas Blanc","Marseille","France","FR","second","default: second-floor image remains representative"
"france/gironde-department/bordeaux/bastide","Bastide","Bordeaux","France","FR","second","default: second-floor image remains representative"
"france/gironde-department/bordeaux/chartrons","Chartrons","Bordeaux","France","FR","second","default: second-floor image remains representative"
"france/gironde-department/bordeaux/hotel-de-ville-quinconces","Hotel de Ville","Bordeaux","France","FR","second","default: second-floor image remains representative"
"france/gironde-department/bordeaux/saint-michel","Saint-Michel","Bordeaux","France","FR","second","default: second-floor image remains representative"
"france/haute-garonne/toulouse/capitole","Capitole","Toulouse","France","FR","second","default: second-floor image remains representative"
"france/haute-garonne/toulouse/carmes","Carmes","Toulouse","France","FR","second","default: second-floor image remains representative"
"france/haute-garonne/toulouse/compans-caffarelli","Compans-Caffarelli","Toulouse","France","FR","second","default: second-floor image remains representative"
"france/haute-garonne/toulouse/les-chalets-saint-aubin-saint-etienne","Les Chalets","Toulouse","France","FR","second","default: second-floor image remains representative"
"france/haute-garonne/toulouse/saint-cyprien","Saint-Cyprien","Toulouse","France","FR","second","default: second-floor image remains representative"
"france/haute-garonne/toulouse/saint-etienne","Saint-Etienne","Toulouse","France","FR","second","default: second-floor image remains representative"
"france/isere/grenoble/quartier-hyper-centre","Hyper-Centre","Grenoble","France","FR","second","default: second-floor image remains representative"
"france/loire-atlantique/nantes/graslin-commerce","Graslin","Nantes","France","FR","second","default: second-floor image remains representative"
"france/loire-atlantique/nantes/ile-de-nantes-palais-des-congres","Ile de Nantes","Nantes","France","FR","second","default: second-floor image remains representative"
"france/lyon/brotteaux","Brotteaux","Lyon","France","FR","second","default: second-floor image remains representative"
"france/lyon/croix-rousse","Croix-Rousse","Lyon","France","FR","second","default: second-floor image remains representative"
"france/lyon/la-confluence","Confluence","Lyon","France","FR","second","default: second-floor image remains representative"
"france/lyon/la-guillotiere","Guillotiere","Lyon","France","FR","second","default: second-floor image remains representative"
"france/lyon/la-presqu-ile","Presqu'ile","Lyon","France","FR","second","default: second-floor image remains representative"
"france/lyon/part-dieu-bir-hakeim","Part-Dieu","Lyon","France","FR","second","default: second-floor image remains representative"
"france/paris/batignolles","Batignolles","Paris","France","FR","second","default: second-floor image remains representative"
"france/paris/belleville","Belleville","Paris","France","FR","second","default: second-floor image remains representative"
"france/paris/bercy","Bercy","Paris","France","FR","second","default: second-floor image remains representative"
"france/paris/canal-saint-martin","Canal Saint-Martin","Paris","France","FR","second","default: second-floor image remains representative"
"france/paris/champs-elysees","Champs-Elysees","Paris","France","FR","second","default: second-floor image remains representative"
"france/paris/marais","Le Marais","Paris","France","FR","second","curated: low-rise/historic fabric, second floor kept"
"france/paris/montmartre","Montmartre","Paris","France","FR","second","default: second-floor image remains representative"
"france/paris/pigalle","Pigalle","Paris","France","FR","second","default: second-floor image remains representative"
"france/paris/saint-germain-des-pres","Saint-Germain-des-Pres","Paris","France","FR","second","default: second-floor image remains representative"
"france/var/toulon/le-mourillon","Le Mourillon","Toulon","France","FR","second","default: second-floor image remains representative"
"georgia/tbilisi/mtatsminda","Mtatsminda","Tbilisi","Georgia","GE","second","default: second-floor image remains representative"
"georgia/tbilisi/sololaki","Sololaki","Tbilisi","Georgia","GE","second","default: second-floor image remains representative"
"georgia/tbilisi/vake","Vake","Tbilisi","Georgia","GE","second","default: second-floor image remains representative"
"georgia/tbilisi/vera","Vera","Tbilisi","Georgia","GE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/karlsruhe/innenstadt-ost","Innenstadt-Ost","Karlsruhe","Germany","DE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/karlsruhe/innenstadt-west","Innenstadt-West","Karlsruhe","Germany","DE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/karlsruhe/weststadt","Weststadt","Karlsruhe","Germany","DE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/mannheim/jungbusch","Jungbusch","Mannheim","Germany","DE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/mannheim/lindenhof","Lindenhof","Mannheim","Germany","DE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/mannheim/neckarstadt-ost","Neckarstadt-Ost","Mannheim","Germany","DE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/mannheim/schwetzingerstadt","Schwetzingerstadt","Mannheim","Germany","DE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/stuttgart/bohnenviertel","Bohnenviertel","Stuttgart","Germany","DE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/stuttgart/cannstatt-mitte","Mitte","Stuttgart","Germany","DE","second","default: second-floor image remains representative"
"germany/baden-wuerttemberg/stuttgart/wallgraben-west","West","Stuttgart","Germany","DE","second","default: second-floor image remains representative"
"germany/bavaria/augsburg/lechviertel","Lechviertel","Augsburg","Germany","DE","second","default: second-floor image remains representative"
"germany/bavaria/ingolstadt/altstadt-sudwest","Altstadt","Ingolstadt","Germany","DE","second","keyword 'altstadt': low-rise/historic, second floor kept"
"germany/bavaria/munich/altstadt-lehel","Altstadt","Munich","Germany","DE","second","keyword 'altstadt': low-rise/historic, second floor kept"
"germany/bavaria/munich/au-haidhausen","Haidhausen","Munich","Germany","DE","second","default: second-floor image remains representative"
"germany/bavaria/munich/isarvorstadt","Isarvorstadt","Munich","Germany","DE","second","default: second-floor image remains representative"
"germany/bavaria/munich/lehel","Lehel","Munich","Germany","DE","second","default: second-floor image remains representative"
"germany/bavaria/munich/ludwigsvorstadt","Ludwigsvorstadt","Munich","Germany","DE","second","default: second-floor image remains representative"
"germany/bavaria/munich/maxvorstadt","Maxvorstadt","Munich","Germany","DE","second","default: second-floor image remains representative"
"germany/bavaria/munich/schwabing","Schwabing","Munich","Germany","DE","second","default: second-floor image remains representative"
"germany/bavaria/nuremberg/altstadt-sankt-lorenz","Altstadt","Nurnberg","Germany","DE","second","keyword 'altstadt': low-rise/historic, second floor kept"
"germany/bavaria/nuremberg/gostenhof","Gostenhof","Nurnberg","Germany","DE","second","default: second-floor image remains representative"
"germany/bavaria/nuremberg/st-johannis","Johannis","Nurnberg","Germany","DE","second","default: second-floor image remains representative"
"germany/berlin/charlottenburg","Charlottenburg","Berlin","Germany","DE","second","default: second-floor image remains representative"
"germany/berlin/friedrichshain","Friedrichshain","Berlin","Germany","DE","second","default: second-floor image remains representative"
"germany/berlin/kreuzberg","Kreuzberg","Berlin","Germany","DE","second","default: second-floor image remains representative"
"germany/berlin/mitte","Mitte","Berlin","Germany","DE","second","default: second-floor image remains representative"
"germany/berlin/moabit","Moabit","Berlin","Germany","DE","second","default: second-floor image remains representative"
"germany/berlin/prenzlauer-berg","Prenzlauer Berg","Berlin","Germany","DE","second","default: second-floor image remains representative"
"germany/berlin/tiergarten","Tiergarten","Berlin","Germany","DE","second","default: second-floor image remains representative"
"germany/berlin/wedding","Wedding","Berlin","Germany","DE","second","default: second-floor image remains representative"
"germany/bremen/bremen/altstadt","Altstadt","Bremen","Germany","DE","second","keyword 'altstadt': low-rise/historic, second floor kept"
"germany/bremen/bremen/neustadt","Neustadt","Bremen","Germany","DE","second","default: second-floor image remains representative"
"germany/bremen/bremen/ostertor","Das Viertel (Ostertor)","Bremen","Germany","DE","second","default: second-floor image remains representative"
"germany/bremen/bremen/schnoor-quarter","Schnoor","Bremen","Germany","DE","second","default: second-floor image remains representative"
"germany/bremen/bremen/schwachhausen","Schwachhausen","Bremen","Germany","DE","second","default: second-floor image remains representative"
"germany/bremen/bremen/uberseestadt","Uberseestadt","Bremen","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/altona","Altona","Hamburg","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/altona-altstadt","Altona-Altstadt","Altona","Germany","DE","second","keyword 'altstadt': low-rise/historic, second floor kept"
"germany/hamburg/hamburg/altona-nord","Altona-Nord","Altona","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/eppendorf","Eppendorf","Hamburg","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/hafencity","HafenCity","Hamburg","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/hamburg-st-georg","St. Georg","Hamburg-Mitte","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/neustadt","Neustadt","Hamburg","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/ottensen","Ottensen","Hamburg","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/rotherbaum","Rotherbaum","Hamburg","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/speicherstadt","Speicherstadt","Hamburg","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/sternschanze","Sternschanze","Hamburg","Germany","DE","second","default: second-floor image remains representative"
"germany/hamburg/hamburg/uhlenhorst","Uhlenhorst","Hamburg-Nord","Germany","DE","second","default: second-floor image remains representative"
